week,sku,channel,units,revenue,discount_pct
2026-W12,NAD-LF-BLK-37,ecom,10,2900.0,0.0
2026-W13,NAD-LF-BLK-37,store,13,3770.0,0.0
2026-W13,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W14,NAD-LF-BLK-37,store,13,3770.0,0.0
2026-W14,NAD-LF-BLK-37,ecom,10,2900.0,0.0
2026-W15,NAD-LF-BLK-37,store,12,3480.0,0.0
2026-W15,NAD-LF-BLK-37,ecom,8,2320.0,0.0
2026-W16,NAD-LF-BLK-37,store,13,3770.0,0.0
2026-W16,NAD-LF-BLK-37,ecom,10,2900.0,0.0
2026-W17,NAD-LF-BLK-37,store,13,3770.0,0.0
2026-W17,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W18,NAD-LF-BLK-37,store,12,3480.0,0.0
2026-W18,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W19,NAD-LF-BLK-37,store,11,3190.0,0.0
2026-W19,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W20,NAD-LF-BLK-37,store,12,3480.0,0.0
2026-W20,NAD-LF-BLK-37,ecom,9,2610.0,0.0
2026-W21,NAD-LF-BLK-37,store,16,4176.0,0.1
2026-W21,NAD-LF-BLK-37,ecom,12,3132.0,0.1
2026-W22,NAD-LF-BLK-37,store,9,2349.0,0.1
2026-W22,NAD-LF-BLK-37,ecom,5,1305.0,0.1
2026-W23,NAD-LF-BLK-37,store,0,0.0,0.1
2026-W23,NAD-LF-BLK-37,ecom,0,0.0,0.1
2026-W24,NAD-LF-BLK-37,store,0,0.0,0.1
2026-W24,NAD-LF-BLK-37,ecom,0,0.0,0.1
2026-W25,NAD-LF-BLK-37,store,0,0.0,0.1
2026-W25,NAD-LF-BLK-37,ecom,0,0.0,0.1
2026-W26,NAD-LF-BLK-37,store,0,0.0,0.1
2026-W26,NAD-LF-BLK-37,ecom,0,0.0,0.1
2026-W27,NAD-LF-BLK-37,store,0,0.0,0.0
2026-W27,NAD-LF-BLK-37,ecom,0,0.0,0.0
2026-W28,NAD-LF-BLK-37,store,0,0.0,0.0
2026-W28,NAD-LF-BLK-37,ecom,0,0.0,0.0
2026-W29,NAD-LF-BLK-37,store,0,0.0,0.0
2026-W29,NAD-LF-BLK-37,ecom,0,0.0,0.0
2026-W30,NAD-LF-BLK-37,store,0,0.0,0.0
2026-W30,NAD-LF-BLK-37,ecom,0,0.0,0.0
2026-W31,NAD-LF-BLK-37,store,0,0.0,0.0
2026-W31,NAD-LF-BLK-37,ecom,0,0.0,0.0
2026-W06,NAD-LF-BLK-38,store,11,3190.0,0.0
2026-W06,NAD-LF-BLK-38,ecom,7,2030.0,0.0
2026-W07,NAD-LF-BLK-38,store,11,3190.0,0.0
2026-W07,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W08,NAD-LF-BLK-38,store,10,2900.0,0.0
2026-W08,NAD-LF-BLK-38,ecom,7,2030.0,0.0
2026-W09,NAD-LF-BLK-38,store,12,3480.0,0.0
2026-W09,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W10,NAD-LF-BLK-38,store,12,3480.0,0.0
2026-W10,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W11,NAD-LF-BLK-38,store,11,3190.0,0.0
2026-W11,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W12,NAD-LF-BLK-38,store,9,2610.0,0.0
2026-W12,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W13,NAD-LF-BLK-38,store,10,2900.0,0.0
2026-W13,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W14,NAD-LF-BLK-38,store,9,2610.0,0.0
2026-W14,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W15,NAD-LF-BLK-38,store,10,2900.0,0.0
2026-W15,NAD-LF-BLK-38,ecom,7,2030.0,0.0
2026-W16,NAD-LF-BLK-38,store,12,3480.0,0.0
2026-W16,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W17,NAD-LF-BLK-38,store,12,3480.0,0.0
2026-W17,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W18,NAD-LF-BLK-38,store,10,2900.0,0.0
2026-W18,NAD-LF-BLK-38,ecom,8,2320.0,0.0
2026-W19,NAD-LF-BLK-38,store,11,3190.0,0.0
2026-W19,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W20,NAD-LF-BLK-38,store,12,3480.0,0.0
2026-W20,NAD-LF-BLK-38,ecom,9,2610.0,0.0
2026-W21,NAD-LF-BLK-38,store,13,3393.0,0.1
2026-W21,NAD-LF-BLK-38,ecom,9,2349.0,0.1
2026-W22,NAD-LF-BLK-38,store,13,3393.0,0.1
2026-W22,NAD-LF-BLK-38,ecom,10,2610.0,0.1
2026-W23,NAD-LF-BLK-38,store,5,1305.0,0.1
2026-W23,NAD-LF-BLK-38,ecom,3,783.0,0.1
2026-W24,NAD-LF-BLK-38,store,0,0.0,0.1
2026-W24,NAD-LF-BLK-38,ecom,0,0.0,0.1
2026-W25,NAD-LF-BLK-38,store,0,0.0,0.1
2026-W25,NAD-LF-BLK-38,ecom,0,0.0,0.1
2026-W26,NAD-LF-BLK-38,store,0,0.0,0.1
2026-W26,NAD-LF-BLK-38,ecom,0,0.0,0.1
2026-W27,NAD-LF-BLK-38,store,0,0.0,0.0
2026-W27,NAD-LF-BLK-38,ecom,0,0.0,0.0
2026-W28,NAD-LF-BLK-38,store,0,0.0,0.0
2026-W28,NAD-LF-BLK-38,ecom,0,0.0,0.0
2026-W29,NAD-LF-BLK-38,store,0,0.0,0.0
2026-W29,NAD-LF-BLK-38,ecom,0,0.0,0.0
2026-W30,NAD-LF-BLK-38,store,0,0.0,0.0
2026-W30,NAD-LF-BLK-38,ecom,0,0.0,0.0
2026-W31,NAD-LF-BLK-38,store,0,0.0,0.0
2026-W31,NAD-LF-BLK-38,ecom,0,0.0,0.0
2026-W06,NAD-LF-BLK-39,store,6,1740.0,0.0
2026-W06,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W07,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W07,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W08,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W08,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W09,NAD-LF-BLK-39,store,8,2320.0,0.0
2026-W09,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W10,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W10,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W11,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W11,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W12,NAD-LF-BLK-39,store,6,1740.0,0.0
2026-W12,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W13,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W13,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W14,NAD-LF-BLK-39,store,6,1740.0,0.0
2026-W14,NAD-LF-BLK-39,ecom,4,1160.0,0.0
2026-W15,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W15,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W16,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W16,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W17,NAD-LF-BLK-39,store,8,2320.0,0.0
2026-W17,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W18,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W18,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W19,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W19,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W20,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W20,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W21,NAD-LF-BLK-39,store,8,2088.0,0.1
2026-W21,NAD-LF-BLK-39,ecom,7,1827.0,0.1
2026-W22,NAD-LF-BLK-39,store,7,1827.0,0.1
2026-W22,NAD-LF-BLK-39,ecom,5,1305.0,0.1
2026-W23,NAD-LF-BLK-39,store,8,2088.0,0.1
2026-W23,NAD-LF-BLK-39,ecom,5,1305.0,0.1
2026-W24,NAD-LF-BLK-39,store,9,2349.0,0.1
2026-W24,NAD-LF-BLK-39,ecom,6,1566.0,0.1
2026-W25,NAD-LF-BLK-39,store,8,2088.0,0.1
2026-W25,NAD-LF-BLK-39,ecom,6,1566.0,0.1
2026-W26,NAD-LF-BLK-39,store,7,1827.0,0.1
2026-W26,NAD-LF-BLK-39,ecom,6,1566.0,0.1
2026-W27,NAD-LF-BLK-39,store,6,1740.0,0.0
2026-W27,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W28,NAD-LF-BLK-39,store,8,2320.0,0.0
2026-W28,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W29,NAD-LF-BLK-39,store,8,2320.0,0.0
2026-W29,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W30,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W30,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W31,NAD-LF-BLK-39,store,7,2030.0,0.0
2026-W31,NAD-LF-BLK-39,ecom,5,1450.0,0.0
2026-W06,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W06,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W07,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W07,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W08,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W08,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W09,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W09,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W10,NAD-LF-BLK-40,store,4,1160.0,0.0
2026-W10,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W11,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W11,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W12,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W12,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W13,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W13,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W14,NAD-LF-BLK-40,store,2,580.0,0.0
2026-W14,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W15,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W15,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W16,NAD-LF-BLK-40,store,4,1160.0,0.0
2026-W16,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W17,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W17,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W18,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W18,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W19,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W19,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W20,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W20,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W21,NAD-LF-BLK-40,store,4,1044.0,0.1
2026-W21,NAD-LF-BLK-40,ecom,3,783.0,0.1
2026-W22,NAD-LF-BLK-40,store,3,783.0,0.1
2026-W22,NAD-LF-BLK-40,ecom,2,522.0,0.1
2026-W23,NAD-LF-BLK-40,store,4,1044.0,0.1
2026-W23,NAD-LF-BLK-40,ecom,2,522.0,0.1
2026-W24,NAD-LF-BLK-40,store,3,783.0,0.1
2026-W24,NAD-LF-BLK-40,ecom,3,783.0,0.1
2026-W25,NAD-LF-BLK-40,store,3,783.0,0.1
2026-W25,NAD-LF-BLK-40,ecom,3,783.0,0.1
2026-W26,NAD-LF-BLK-40,store,3,783.0,0.1
2026-W26,NAD-LF-BLK-40,ecom,2,522.0,0.1
2026-W27,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W27,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W28,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W28,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W29,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W29,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W30,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W30,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W31,NAD-LF-BLK-40,store,3,870.0,0.0
2026-W31,NAD-LF-BLK-40,ecom,2,580.0,0.0
2026-W06,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W06,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W07,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W07,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W08,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W08,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W09,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W09,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W10,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W10,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W11,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W11,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W12,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W12,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W13,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W13,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W14,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W14,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W15,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W15,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W16,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W16,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W17,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W17,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W18,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W18,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W19,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W19,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W20,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W20,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W21,NAD-LF-TAN-35,store,3,783.0,0.1
2026-W21,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W22,NAD-LF-TAN-35,store,3,783.0,0.1
2026-W22,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W23,NAD-LF-TAN-35,store,4,1044.0,0.1
2026-W23,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W24,NAD-LF-TAN-35,store,5,1305.0,0.1
2026-W24,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W25,NAD-LF-TAN-35,store,4,1044.0,0.1
2026-W25,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W26,NAD-LF-TAN-35,store,4,1044.0,0.1
2026-W26,NAD-LF-TAN-35,ecom,3,783.0,0.1
2026-W27,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W27,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W28,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W28,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W29,NAD-LF-TAN-35,store,4,1160.0,0.0
2026-W29,NAD-LF-TAN-35,ecom,3,870.0,0.0
2026-W30,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W30,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W31,NAD-LF-TAN-35,store,3,870.0,0.0
2026-W31,NAD-LF-TAN-35,ecom,2,580.0,0.0
2026-W06,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W06,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W07,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W07,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W08,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W08,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W09,NAD-LF-TAN-36,store,9,2610.0,0.0
2026-W09,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W10,NAD-LF-TAN-36,store,9,2610.0,0.0
2026-W10,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W11,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W11,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W12,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W12,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W13,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W13,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W14,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W14,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W15,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W15,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W16,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W16,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W17,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W17,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W18,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W18,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W19,NAD-LF-TAN-36,store,7,2030.0,0.0
2026-W19,NAD-LF-TAN-36,ecom,5,1450.0,0.0
2026-W20,NAD-LF-TAN-36,store,8,2320.0,0.0
2026-W20,NAD-LF-TAN-36,ecom,6,1740.0,0.0
2026-W21,NAD-LF-TAN-36,store,8,2088.0,0.1
2026-W21,NAD-LF-TAN-36,ecom,6,1566.0,0.1
2026-W22,NAD-LF-TAN-36,store,6,1566.0,0.1
2026-W22,NAD-LF-TAN-36,ecom,4,1044.0,0.1
2026-W23,NAD-LF-TAN-36,store,0,0.0,0.1
2026-W23,NAD-LF-TAN-36,ecom,0,0.0,0.1
2026-W24,NAD-LF-TAN-36,store,0,0.0,0.1
2026-W24,NAD-LF-TAN-36,ecom,0,0.0,0.1
2026-W25,NAD-LF-TAN-36,store,0,0.0,0.1
2026-W25,NAD-LF-TAN-36,ecom,0,0.0,0.1
2026-W26,NAD-LF-TAN-36,store,0,0.0,0.1
2026-W26,NAD-LF-TAN-36,ecom,0,0.0,0.1
2026-W27,NAD-LF-TAN-36,store,0,0.0,0.0
2026-W27,NAD-LF-TAN-36,ecom,0,0.0,0.0
2026-W28,NAD-LF-TAN-36,store,0,0.0,0.0
2026-W28,NAD-LF-TAN-36,ecom,0,0.0,0.0
2026-W29,NAD-LF-TAN-36,store,0,0.0,0.0
2026-W29,NAD-LF-TAN-36,ecom,0,0.0,0.0
2026-W30,NAD-LF-TAN-36,store,0,0.0,0.0
2026-W30,NAD-LF-TAN-36,ecom,0,0.0,0.0
2026-W31,NAD-LF-TAN-36,store,0,0.0,0.0
2026-W31,NAD-LF-TAN-36,ecom,0,0.0,0.0
2026-W06,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W06,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W07,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W07,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W08,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W08,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W09,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W09,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W10,NAD-LF-TAN-37,store,10,2900.0,0.0
2026-W10,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W11,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W11,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W12,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W12,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W13,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W13,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W14,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W14,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W15,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W15,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W16,NAD-LF-TAN-37,store,8,2320.0,0.0
2026-W16,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W17,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W17,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W18,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W18,NAD-LF-TAN-37,ecom,7,2030.0,0.0
2026-W19,NAD-LF-TAN-37,store,10,2900.0,0.0
2026-W19,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W20,NAD-LF-TAN-37,store,9,2610.0,0.0
2026-W20,NAD-LF-TAN-37,ecom,6,1740.0,0.0
2026-W21,NAD-LF-TAN-37,store,10,2610.0,0.1
2026-W21,NAD-LF-TAN-37,ecom,7,1827.0,0.1
2026-W22,NAD-LF-TAN-37,store,9,2349.0,0.1
2026-W22,NAD-LF-TAN-37,ecom,7,1827.0,0.1
2026-W23,NAD-LF-TAN-37,store,9,2349.0,0.1
2026-W23,NAD-LF-TAN-37,ecom,7,1827.0,0.1
2026-W24,NAD-LF-TAN-37,store,0,0.0,0.1
2026-W24,NAD-LF-TAN-37,ecom,0,0.0,0.1
2026-W25,NAD-LF-TAN-37,store,0,0.0,0.1
2026-W25,NAD-LF-TAN-37,ecom,0,0.0,0.1
2026-W26,NAD-LF-TAN-37,store,0,0.0,0.1
2026-W26,NAD-LF-TAN-37,ecom,0,0.0,0.1
2026-W27,NAD-LF-TAN-37,store,0,0.0,0.0
2026-W27,NAD-LF-TAN-37,ecom,0,0.0,0.0
2026-W28,NAD-LF-TAN-37,store,0,0.0,0.0
2026-W28,NAD-LF-TAN-37,ecom,0,0.0,0.0
2026-W29,NAD-LF-TAN-37,store,0,0.0,0.0
2026-W29,NAD-LF-TAN-37,ecom,0,0.0,0.0
2026-W30,NAD-LF-TAN-37,store,0,0.0,0.0
2026-W30,NAD-LF-TAN-37,ecom,0,0.0,0.0
2026-W31,NAD-LF-TAN-37,store,0,0.0,0.0
2026-W31,NAD-LF-TAN-37,ecom,0,0.0,0.0
2026-W06,NAD-LF-TAN-38,store,7,2030.0,0.0
2026-W06,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W07,NAD-LF-TAN-38,store,7,2030.0,0.0
2026-W07,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W08,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W08,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W09,NAD-LF-TAN-38,store,9,2610.0,0.0
2026-W09,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W10,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W10,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W11,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W11,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W12,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W12,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W13,NAD-LF-TAN-38,store,7,2030.0,0.0
2026-W13,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W14,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W14,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W15,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W15,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W16,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W16,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W17,NAD-LF-TAN-38,store,7,2030.0,0.0
2026-W17,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W18,NAD-LF-TAN-38,store,7,2030.0,0.0
2026-W18,NAD-LF-TAN-38,ecom,5,1450.0,0.0
2026-W19,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W19,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W20,NAD-LF-TAN-38,store,8,2320.0,0.0
2026-W20,NAD-LF-TAN-38,ecom,6,1740.0,0.0
2026-W21,NAD-LF-TAN-38,store,8,2088.0,0.1
2026-W21,NAD-LF-TAN-38,ecom,6,1566.0,0.1
2026-W22,NAD-LF-TAN-38,store,5,1305.0,0.1
2026-W22,NAD-LF-TAN-38,ecom,4,1044.0,0.1
2026-W23,NAD-LF-TAN-38,store,0,0.0,0.1
2026-W23,NAD-LF-TAN-38,ecom,0,0.0,0.1
2026-W24,NAD-LF-TAN-38,store,0,0.0,0.1
2026-W24,NAD-LF-TAN-38,ecom,0,0.0,0.1
2026-W25,NAD-LF-TAN-38,store,0,0.0,0.1
2026-W25,NAD-LF-TAN-38,ecom,0,0.0,0.1
2026-W26,NAD-LF-TAN-38,store,0,0.0,0.1
2026-W26,NAD-LF-TAN-38,ecom,0,0.0,0.1
2026-W27,NAD-LF-TAN-38,store,0,0.0,0.0
2026-W27,NAD-LF-TAN-38,ecom,0,0.0,0.0
2026-W28,NAD-LF-TAN-38,store,0,0.0,0.0
2026-W28,NAD-LF-TAN-38,ecom,0,0.0,0.0
2026-W29,NAD-LF-TAN-38,store,0,0.0,0.0
2026-W29,NAD-LF-TAN-38,ecom,0,0.0,0.0
2026-W30,NAD-LF-TAN-38,store,0,0.0,0.0
2026-W30,NAD-LF-TAN-38,ecom,0,0.0,0.0
2026-W31,NAD-LF-TAN-38,store,0,0.0,0.0
2026-W31,NAD-LF-TAN-38,ecom,0,0.0,0.0
2026-W06,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W06,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W07,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W07,NAD-LF-TAN-39,ecom,4,1160.0,0.0
2026-W08,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W08,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W09,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W09,NAD-LF-TAN-39,ecom,4,1160.0,0.0
2026-W10,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W10,NAD-LF-TAN-39,ecom,4,1160.0,0.0
2026-W11,NAD-LF-TAN-39,store,4,1160.0,0.0
2026-W11,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W12,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W12,NAD-LF-TAN-39,ecom,4,1160.0,0.0
2026-W13,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W13,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W14,NAD-LF-TAN-39,store,4,1160.0,0.0
2026-W14,NAD-LF-TAN-39,ecom,4,1160.0,0.0
2026-W15,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W15,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W16,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W16,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W17,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W17,NAD-LF-TAN-39,ecom,3,870.0,0.0
2026-W18,NAD-LF-TAN-39,store,5,1450.0,0.0
2026-W18,NAD-LF-TAN-39,ecom,3,870.0,0.0
